Date,Time,AvgTemp,AvgHum,S1Temp,S1Hum,S2Temp,S2Hum,S3Temp,S3Hum
01/25/2020, 00:02:42 , 20.95,29.95,20.90,30.10,21.00,29.80,0.00,0.00
01/25/2020, 00:08:33 , 21.00,30.00,21.00,30.10,21.00,29.90,0.00,0.00
01/25/2020, 00:14:22 , 20.95,30.00,20.90,30.10,21.00,29.90,0.00,0.00
01/25/2020, 00:20:11 , 20.95,29.90,20.90,30.00,21.00,29.80,0.00,0.00
01/25/2020, 00:26:00 , 21.00,29.95,21.00,30.10,21.00,29.80,0.00,0.00
01/25/2020, 00:31:49 , 20.95,29.90,20.90,30.00,21.00,29.80,0.00,0.00
01/25/2020, 00:37:38 , 20.95,29.85,20.90,30.00,21.00,29.70,0.00,0.00
01/25/2020, 00:43:27 , 20.90,29.85,20.90,30.00,20.90,29.70,0.00,0.00
01/25/2020, 00:49:16 , 20.90,29.85,20.90,30.00,20.90,29.70,0.00,0.00
01/25/2020, 00:55:05 , 20.90,29.85,20.90,30.00,20.90,29.70,0.00,0.00
01/25/2020, 01:00:54 , 20.95,29.80,21.00,30.00,20.90,29.60,0.00,0.00
01/25/2020, 01:06:44 , 20.90,29.80,20.90,30.00,20.90,29.60,0.00,0.00
01/25/2020, 01:12:33 , 20.90,29.75,20.90,29.90,20.90,29.60,0.00,0.00
01/25/2020, 01:18:22 , 20.90,29.70,20.90,29.90,20.90,29.50,0.00,0.00
01/25/2020, 01:24:11 , 20.95,29.65,20.90,29.80,21.00,29.50,0.00,0.00
01/25/2020, 01:30:00 , 20.90,29.65,20.90,29.80,20.90,29.50,0.00,0.00
01/25/2020, 01:35:49 , 20.95,29.65,20.90,29.80,21.00,29.50,0.00,0.00
01/25/2020, 01:41:38 , 20.90,29.50,20.90,29.70,20.90,29.30,0.00,0.00
01/25/2020, 01:47:27 , 20.90,29.50,20.90,29.70,20.90,29.30,0.00,0.00
01/25/2020, 01:53:16 , 20.90,29.50,20.90,29.70,20.90,29.30,0.00,0.00
01/25/2020, 01:59:05 , 20.90,29.50,20.90,29.70,20.90,29.30,0.00,0.00
01/25/2020, 02:04:54 , 20.90,29.40,20.90,29.60,20.90,29.20,0.00,0.00
01/25/2020, 02:10:43 , 20.90,29.30,20.90,29.50,20.90,29.10,0.00,0.00
01/25/2020, 02:16:32 , 20.90,29.30,20.90,29.50,20.90,29.10,0.00,0.00
01/25/2020, 02:22:21 , 20.90,29.30,20.90,29.50,20.90,29.10,0.00,0.00
01/25/2020, 02:28:10 , 20.90,29.30,20.90,29.50,20.90,29.10,0.00,0.00
01/25/2020, 02:33:59 , 20.90,29.25,20.90,29.50,20.90,29.00,0.00,0.00
01/25/2020, 02:39:48 , 20.90,29.20,20.90,29.40,20.90,29.00,0.00,0.00
01/25/2020, 02:45:37 , 20.90,29.20,20.90,29.40,20.90,29.00,0.00,0.00
01/25/2020, 02:51:26 , 20.90,29.10,20.90,29.30,20.90,28.90,0.00,0.00
