Date,Time,AvgTemp,AvgHum,S1Temp,S1Hum,S2Temp,S2Hum,S3Temp,S3Hum
01/19/2020, 00:00:09 , 20.50,13.45,20.40,14.40,20.40,10.90,20.70,12.50
01/19/2020, 00:05:20 , 20.50,13.40,20.40,14.40,20.40,10.90,20.70,12.40
01/19/2020, 00:10:32 , 20.50,13.35,20.40,14.30,20.40,10.90,20.70,12.40
01/19/2020, 00:15:44 , 20.47,13.40,20.30,14.40,20.40,10.90,20.70,12.40
01/19/2020, 00:20:55 , 20.47,13.40,20.30,14.40,20.40,10.90,20.70,12.40
01/19/2020, 00:26:07 , 20.47,13.30,20.30,14.30,20.40,10.80,20.70,12.30
01/19/2020, 00:31:19 , 20.47,13.40,20.30,14.40,20.40,11.00,20.70,12.40
01/19/2020, 00:36:33 , 20.47,13.25,20.30,14.20,20.40,10.80,20.70,12.30
01/19/2020, 00:41:45 , 20.47,13.25,20.30,14.20,20.40,10.70,20.70,12.30
01/19/2020, 00:46:57 , 20.43,13.20,20.30,14.20,20.40,10.70,20.60,12.20
01/19/2020, 00:52:08 , 20.43,13.05,20.30,14.00,20.40,10.60,20.60,12.10
01/19/2020, 00:57:20 , 20.40,13.15,20.30,14.10,20.30,10.60,20.60,12.20
01/19/2020, 01:02:34 , 20.40,13.10,20.30,14.10,20.30,10.40,20.60,12.10
01/19/2020, 01:07:46 , 20.40,13.00,20.30,14.00,20.30,10.40,20.60,12.00
01/19/2020, 01:12:58 , 20.40,13.00,20.30,14.00,20.30,10.40,20.60,12.00
01/19/2020, 01:18:09 , 20.40,13.00,20.30,14.00,20.30,10.40,20.60,12.00
01/19/2020, 01:23:21 , 20.40,13.00,20.30,14.00,20.30,10.40,20.60,12.00
01/19/2020, 01:28:33 , 20.40,13.10,20.30,14.10,20.30,10.50,20.60,12.10
01/19/2020, 01:33:44 , 20.40,13.00,20.30,14.00,20.30,10.40,20.60,12.00
01/19/2020, 01:38:56 , 20.40,13.00,20.30,14.00,20.30,10.40,20.60,12.00
01/19/2020, 01:44:08 , 20.33,12.90,20.20,13.90,20.30,10.30,20.50,11.90
01/19/2020, 01:49:19 , 20.33,13.00,20.20,14.00,20.30,10.40,20.50,12.00
01/19/2020, 01:54:31 , 20.30,12.90,20.20,13.90,20.20,10.30,20.50,11.90
01/19/2020, 01:59:43 , 20.37,12.80,20.20,13.80,20.30,10.20,20.60,11.80
01/19/2020, 02:04:54 , 20.33,12.80,20.20,13.80,20.30,10.20,20.50,11.80
01/19/2020, 02:10:06 , 20.30,12.90,20.20,13.90,20.20,10.30,20.50,11.90
01/19/2020, 02:15:18 , 20.33,12.80,20.20,13.80,20.20,10.10,20.60,11.80
01/19/2020, 02:20:29 , 20.37,12.80,20.20,13.80,20.30,10.20,20.60,11.80
01/19/2020, 02:25:41 , 20.40,12.80,20.30,13.80,20.30,10.10,20.60,11.80
01/19/2020, 02:30:53 , 20.40,12.70,20.30,13.70,20.30,10.10,20.60,11.70
01/19/2020, 02:36:05 , 20.40,12.75,20.30,13.80,20.30,10.10,20.60,11.70
01/19/2020, 02:41:16 , 20.40,12.70,20.30,13.70,20.30,10.10,20.60,11.70
01/19/2020, 02:46:28 , 20.40,12.70,20.30,13.70,20.30,10.00,20.60,11.70
01/19/2020, 02:51:40 , 20.37,12.65,20.20,13.60,20.30,10.00,20.60,11.70
01/19/2020, 02:56:51 , 20.40,12.70,20.30,13.70,20.30,10.00,20.60,11.70
01/19/2020, 03:02:05 , 20.40,12.65,20.30,13.70,20.30,10.00,20.60,11.60
